"job_id","job_title_short","company_name","total_jobs","company_size","salary_month_avg_$"
792714,"Data Analyst","Publicis Groupe","689","Large","9265"
473426,"Data Analyst","ServiceNow","258","Large","9265"
176019,"Data Analyst","BukuWarung","4","Small","9265"
4851,"Data Analyst","Ocorian","25","Medium","9265"
531828,"Data Analyst","Publicis Groupe","689","Large","9265"
1565917,"Data Analyst","Allegro","253","Large","9265"
1186037,"Data Analyst","Anduril Industries","23","Medium","9265"
890587,"Data Analyst","Ninja Van","57","Large","9265"
26988,"Data Analyst","Cloudflare, Inc.","7","Small","9265"
841656,"Data Analyst","Agoda","649","Large","9265"
1154526,"Data Analyst","Verisk","310","Large","9265"
309885,"Data Analyst","Zscaler","169","Large","9265"
1203722,"Data Analyst","Nisum","78","Large","9265"
891375,"Data Analyst","Natixis in Portugal","77","Large","9265"
848502,"Data Analyst","Netcentric","71","Large","9265"
1181650,"Data Analyst","Eurofins","137","Large","9265"
1478993,"Data Analyst","Pendulum","21","Medium","9265"
1034952,"Data Analyst","iAdvize","21","Medium","9265"
1718997,"Data Analyst","takealot.com","10","Medium","9265"
631334,"Data Analyst","Stripe","174","Large","9265"
1721097,"Data Analyst","CarGurus","12","Medium","9265"
504024,"Data Analyst","Delta Solutions & Strategies","3","Small","9265"
1241355,"Data Analyst","Tower Research Capital","21","Medium","9265"
1112483,"Data Analyst","Lucid Motors","77","Large","9265"
70470,"Data Analyst","Vattenfall","213","Large","9265"
351471,"Data Analyst","Allegro","253","Large","9265"
1000905,"Data Analyst","Trusting Social","24","Medium","9265"
958558,"Data Analyst","ServiceNow","258","Large","9265"
925148,"Data Analyst","DAZN","48","Medium","9265"
208958,"Data Analyst","Kaizen Gaming","56","Large","9265"
98085,"Data Analyst","Canva","114","Large","9265"
113616,"Data Analyst","Sertis","63","Large","9265"
673969,"Data Analyst","Binance","278","Large","9265"
1127808,"Data Analyst","Snowflake Inc.","24","Medium","9265"
1013035,"Data Analyst","ADDX","11","Medium","9265"
314864,"Data Analyst","Bosch Group","843","Large","9265"
1396666,"Data Analyst","Version 1","100","Large","9265"
1220833,"Data Analyst","Western Digital","366","Large","9265"
1502899,"Data Analyst","Vantiva","9","Small","9265"
461074,"Data Analyst","AppsFlyer","53","Large","9265"
319715,"Data Analyst","Eurowag","11","Medium","9265"
215578,"Data Analyst","Sutherland","71","Large","9265"
1276341,"Data Analyst","Mindvalley","14","Medium","9265"
87796,"Data Analyst","Coupang","209","Large","9265"
887067,"Data Analyst","EPSA","6","Small","9267"
1387199,"Data Analyst","Clarkston Consulting","23","Medium","9267"
492451,"Data Analyst","Coupang","209","Large","9267"
688479,"Data Analyst","Red Gate Group","24","Medium","9267"
54446,"Data Analyst","Dialpad","44","Medium","9267"
537995,"Data Analyst","Flink","26","Medium","9267"
779431,"Data Analyst","Spotify","195","Large","9267"
655078,"Data Analyst","Prezi","2","Small","9267"
1205323,"Data Analyst","SpectraMedix","20","Medium","9267"
880056,"Data Analyst","SumUp","92","Large","9267"
452745,"Data Analyst","Binance","278","Large","9267"
348471,"Data Analyst","Adyen","182","Large","9267"
1152185,"Data Analyst","Nubank","88","Large","9267"
1244976,"Data Analyst","Kforce Technology Staffing","106","Large","9292"
81717,"Data Analyst","Somerset Global Solutions","2","Small","9292"
780674,"Data Analyst","Sikorsky Aircraft Corporation","3","Small","9317"
147455,"Data Analyst","Cisco Meraki","47","Medium","9338"
1226577,"Data Analyst","Quest Group Executive Search and Staffing Solutions","2","Small","9375"
504104,"Data Analyst","Bresatech","1","Small","9375"
592901,"Data Analyst","Encore Technologies","9","Small","9375"
672095,"Data Analyst","WSNe Inc.","3","Small","9375"
571917,"Data Analyst","Daman","4","Small","9375"
1006256,"Data Analyst","InvestM Technology LLC","22","Medium","9375"
10709,"Data Analyst","Kaizen Approach, Inc","1","Small","9375"
84928,"Data Analyst","Seneca Resources, LLC","9","Small","9375"
223494,"Data Analyst","Citi","2186","Large","9391"
1688102,"Data Analyst","Citi","2186","Large","9391"
236044,"Data Analyst","Citi","2186","Large","9391"
986599,"Data Analyst","City National Bank","103","Large","9416"
844789,"Data Analyst","SpotOn: Corporate","2","Small","9417"
1354909,"Data Analyst","GEICO","97","Large","9458"
947506,"Data Analyst","Elevance Health","552","Large","9483"
776901,"Data Analyst","Niagara Bottling","13","Medium","9491"
833565,"Data Analyst","Kforce Technology Staffing","106","Large","9542"
864327,"Data Analyst","Request Technology","7","Small","9583"
755657,"Data Analyst","firstPRO, Inc","20","Medium","9583"
741916,"Data Analyst","Johnson & Johnson","501","Large","9583"
693356,"Data Analyst","Regions Financial Corporation","8","Small","9583"
188079,"Data Analyst","Northrop Grumman","355","Large","9583"
514847,"Data Analyst","TIAA","256","Large","9583"
524273,"Data Analyst","Citigroup, Inc","53","Large","9583"
1299050,"Data Analyst","NoGood","1","Small","9583"
1476799,"Data Analyst","Peraton","841","Large","9583"
1263949,"Data Analyst","Cherokee Nation Businesses","13","Medium","9583"
316560,"Data Analyst","Eastridge","9","Small","9583"
789890,"Data Analyst","Green Key Resources","4","Small","9583"
1575036,"Data Analyst","JP Morgan Chase & Co.","72","Large","9583"
904087,"Data Analyst","International Game Technology","1","Small","9583"
1441889,"Data Analyst","American Express","232","Large","9583"
504429,"Data Analyst","Okaya Corp","5","Small","9583"
1020637,"Data Analyst","Tesla, Inc","25","Medium","9583"
198747,"Data Analyst","Robert Half","1863","Large","9583"
815874,"Data Analyst","Numentica LLC","31","Medium","9583"
1320450,"Data Analyst","FIS","170","Large","9583"
56281,"Data Analyst","Tesla, Inc","25","Medium","9583"
1521341,"Data Analyst","Triplebyte","4","Small","9583"
735803,"Data Analyst","Piper Companies","234","Large","9583"
1478050,"Data Analyst","Integral Ad Science","66","Large","9583"
1770196,"Data Analyst","Peraton","841","Large","9583"
1550111,"Data Analyst","Xcel Energy","24","Medium","9583"
572059,"Data Analyst","Discovery, Inc.","4","Small","9583"
1772547,"Data Analyst","Medasource","25","Medium","9583"
901226,"Data Analyst","Warner Media Group","8","Small","9583"
1092555,"Data Analyst","Alignment Healthcare","10","Medium","9583"
1055806,"Data Analyst","Verkada Inc.","2","Small","9583"
1061571,"Data Analyst","At-Bay","22","Medium","9583"
1283786,"Data Analyst","Visa Inc","20","Medium","9583"
12339,"Data Analyst","firstPRO, Inc","20","Medium","9583"
1137073,"Data Analyst","CBOE V, LLC","1","Small","9583"
1670822,"Data Analyst","JCW","11","Medium","9583"
1551803,"Data Analyst","Peraton","841","Large","9583"
1763202,"Data Analyst","Aleto, Inc.","2","Small","9583"
311597,"Data Analyst","S&P Global, Inc","8","Small","9583"
150898,"Data Analyst","Stanford University","283","Large","9583"
1012034,"Data Analyst","PG&E Corporation","103","Large","9583"
1031572,"Data Analyst","Liberty Mutual","22","Medium","9583"
335765,"Data Analyst","City National Bank (CNB)","9","Small","9583"
1471061,"Data Analyst","NTT DATA  Services","84","Large","9583"
1539305,"Data Analyst","iSpot.tv","3","Small","9583"
1531444,"Data Analyst","Booz Allen Hamilton","2890","Large","9583"
1346847,"Data Analyst","TIAA","256","Large","9583"
662412,"Data Analyst","RAND Corporation","26","Medium","9583"
893289,"Data Analyst","Zip Co","13","Medium","9583"
423014,"Data Analyst","Volt Technical Resources","2","Small","9583"
445132,"Data Analyst","Leidos","1038","Large","9583"
280119,"Data Analyst","Pitchbook","4","Small","9583"
1685785,"Data Analyst","LA Care Health Plan","5","Small","9583"
1615545,"Data Analyst","Warner Media Group","8","Small","9583"
357990,"Data Analyst","Robert Half","1863","Large","9583"
585210,"Data Analyst","American Red Cross","28","Medium","9583"
475854,"Data Analyst","Apple","885","Large","9583"
398326,"Data Analyst","Accenture","1708","Large","9583"
777697,"Data Analyst","Citigroup, Inc","53","Large","9583"
1581904,"Data Analyst","Top Prospect Group","13","Medium","9583"
282372,"Data Analyst","Citigroup, Inc","53","Large","9583"
1723169,"Data Analyst","Cybernetic Search","40","Medium","9583"
1235212,"Data Analyst","McKesson","120","Large","9583"
1124924,"Data Analyst","Citigroup, Inc","53","Large","9583"
1643020,"Data Analyst","Cognizant","658","Large","9583"
639183,"Data Analyst","Liberty Mutual Insurance","120","Large","9583"
890604,"Data Analyst","Booz Allen Hamilton","2890","Large","9583"
804577,"Data Analyst","JP Morgan Chase & Co.","72","Large","9583"
1658365,"Data Analyst","Booz Allen Hamilton","2890","Large","9583"
367975,"Data Analyst","AppFolio","13","Medium","9583"
634238,"Data Analyst","American Express","232","Large","9583"
1642400,"Data Analyst","Top Stack","17","Medium","9583"
1071367,"Data Analyst","Sequoia Research Corporation","3","Small","9583"
1274429,"Data Analyst","Sandia National Laboratories","76","Large","9583"
22981,"Data Analyst","Citigroup, Inc","53","Large","9583"
1328890,"Data Analyst","NATIONAL GRID CO USA (NE POWER)","61","Large","9625"
677233,"Data Analyst","J&J Family of Companies","240","Large","9625"
315851,"Data Analyst","NATIONAL GRID CO USA (NE POWER)","61","Large","9625"
1090353,"Data Analyst","Office of Inspector General, City of Chicago","2","Small","9630"
158300,"Data Analyst","Cox Communications","226","Large","9642"
1116509,"Data Analyst","UKG (Ultimate Kronos Group)","58","Large","9648"
1574716,"Data Analyst","Kern Health Systems","7","Small","9649"
16358,"Data Analyst","Kern Health Systems","7","Small","9649"
1747203,"Data Analyst","Federal Services","16","Medium","9650"
715108,"Data Analyst","Centene Pharmacy Services","13","Medium","9667"
215393,"Data Analyst","Cox Communications","226","Large","9725"
999982,"Data Analyst","Emburse","4","Small","9746"
1224963,"Data Analyst","Citi","2186","Large","9763"
150797,"Data Analyst","Citi","2186","Large","9767"
1382943,"Data Analyst","US Department of Housing and Urban Development","1","Small","9775"
1518066,"Data Analyst","Insight Global","2254","Large","9792"
624109,"Data Analyst","American Express","232","Large","9792"
1700540,"Data Analyst","Eclaro","42","Medium","9792"
1267740,"Data Analyst","American Express","232","Large","9792"
1524493,"Data Analyst","Insight Global","2254","Large","9792"
646209,"Data Analyst","Brooksource","250","Large","9792"
998423,"Data Analyst","Option 1 Staffing Services, Inc.","11","Medium","9792"
1495006,"Data Analyst","Appen Limited","2","Small","9792"
438819,"Data Analyst","TIAA","256","Large","9796"
1596955,"Data Analyst","TIAA","256","Large","9796"
702114,"Data Analyst","Ledgent Technology","78","Large","9833"
1308910,"Data Analyst","Radcube LLC","3","Small","9847"
563587,"Data Analyst","TikTok","816","Large","9852"
876656,"Data Analyst","CVS Health","641","Large","9933"
766821,"Data Analyst","National Institutes of Health","24","Medium","9992"
600487,"Data Analyst","Prudent Technologies and Consulting","14","Medium","10000"
1706100,"Data Analyst","hatch I.T.","6","Small","10000"
1159385,"Data Analyst","Jobot","1105","Large","10000"
157551,"Data Analyst","Tier4 Group","17","Medium","10000"
1322017,"Data Analyst","Motion Recruitment","992","Large","10000"
455164,"Data Analyst","Headway Tek Inc","14","Medium","10000"
830874,"Data Analyst","Delaware Nation Industries","4","Small","10000"
354303,"Data Analyst","Citi","2186","Large","10059"
82196,"Data Analyst","Citi","2186","Large","10059"
1687879,"Data Analyst","Citi","2186","Large","10059"
1364346,"Data Analyst","PayPal","410","Large","10062"
1718362,"Data Analyst","Noblis","115","Large","10089"
264819,"Data Analyst","Rockstar Games","45","Medium","10125"
1015777,"Data Analyst","Analytic Recruiting Inc.","43","Medium","10208"
790231,"Data Analyst","TEKsystems","648","Large","10208"
1651479,"Data Analyst","INTERMS LLC","1","Small","10208"
1619317,"Data Analyst","City and County of San Francisco","17","Medium","10212"
41379,"Data Analyst","Worley","133","Large","10224"
821092,"Data Analyst","Cloudflare","132","Large","10333"
934466,"Data Analyst","TikTok","816","Large","10370"
608477,"Data Analyst","FLYR Labs","31","Medium","10375"
1784673,"Data Analyst","SIXT","82","Large","10387"
896940,"Data Analyst","Fresenius Medical Care","34","Medium","10417"
456405,"Data Analyst","Vertellus Specialities Inc","1","Small","10417"
322545,"Data Analyst","M&T Bank Corporation","3","Small","10417"
1368293,"Data Analyst","Capital One Financial Corporation","28","Medium","10417"
1199669,"Data Analyst","United Air Lines, Inc","3","Small","10417"
1612810,"Data Analyst","ECS","110","Large","10417"
903746,"Data Analyst","OpenWeb","5","Small","10417"
228881,"Data Analyst","Costco Wholesale","17","Medium","10417"
74103,"Data Analyst","Field Museum","5","Small","10417"
713222,"Data Analyst","Tandym Group","99","Large","10417"
1216840,"Data Analyst","hims & hers","24","Medium","10417"
1231661,"Data Analyst","Library of Congress","9","Small","10417"
1358170,"Data Analyst","PapeDawson Engineers Inc","1","Small","10417"
1011502,"Data Analyst","IntePros Consulting","14","Medium","10417"
1576035,"Data Analyst","Hamlyn Williams","5","Small","10417"
1229773,"Data Analyst","Infinity Consulting Solutions, Inc.","26","Medium","10417"
922119,"Data Analyst","Span.IO","1","Small","10417"
1191757,"Data Analyst","Insight Global","2254","Large","10417"
595967,"Data Analyst","Starbridge Partners","3","Small","10417"
222879,"Data Analyst","KPMG","613","Large","10417"
158814,"Data Analyst","Insight Global","2254","Large","10417"
1338893,"Data Analyst","Stanford University","283","Large","10417"
625866,"Data Analyst","United Air Lines, Inc","3","Small","10417"
1359532,"Data Analyst","Elevance Health","552","Large","10417"
783829,"Data Analyst","BlueCross BlueShield of South Carolina","57","Large","10417"
660484,"Data Analyst","Country Financial","10","Medium","10417"
944678,"Data Analyst","Crowe","25","Medium","10417"
973945,"Data Analyst","Automobile Club of Southern California","27","Medium","10417"
1120406,"Data Analyst","Citi","2186","Large","10462"
302128,"Data Analyst","Citi","2186","Large","10462"
176600,"Data Analyst","Citi","2186","Large","10462"
502626,"Data Analyst","UnitedHealth Group","1819","Large","10500"
1510307,"Data Analyst","United States Space Force","7","Small","10528"
936971,"Data Analyst","Change Healthcare","52","Large","10564"
1791785,"Data Analyst","Cash App","100","Large","10583"
1700669,"Data Analyst","TIAA","256","Large","10592"
323791,"Data Analyst","TIAA","256","Large","10592"
860594,"Data Analyst","Sompo International","19","Medium","10625"
233134,"Data Analyst","Kani Solutions","24","Medium","10625"
243076,"Data Analyst","Ampla","1","Small","10625"
157103,"Data Analyst","Kani Solutions Inc.","3","Small","10625"
613212,"Data Analyst","Los Alamos National Laboratory","37","Medium","10629"
950199,"Data Analyst","Global Allsights","4","Small","10696"
816763,"Data Analyst","Guidehouse","1691","Large","10754"
1676744,"Data Analyst","Mission Box Solutions","17","Medium","10833"
276995,"Data Analyst","LTIMindtree","562","Large","10833"
1792613,"Data Analyst","Job Juncture","26","Medium","10833"
1767366,"Data Analyst","Robert Half","1863","Large","10833"
1574884,"Data Analyst","New York Technology Partners","57","Large","10833"
451746,"Data Analyst","Akkodis","308","Large","10833"
1267909,"Data Analyst","Trinity Solar Careers","4","Small","10833"
90488,"Data Analyst","dermalogica llc","1","Small","10833"
967957,"Data Analyst","Talent Hires","4","Small","10833"
1067010,"Data Analyst","Sandia National Laboratories","76","Large","10858"
954639,"Data Analyst","Block","266","Large","10875"
1267323,"Data Analyst","block","2","Small","10875"
1621625,"Data Analyst","TIAA Bank","25","Medium","10992"
810037,"Data Analyst","TIAA","256","Large","10992"
150964,"Data Analyst","TIAA","256","Large","10992"
730887,"Data Analyst","TIAA","256","Large","10992"
1308,"Data Analyst","TIAA","256","Large","10992"
1451722,"Data Analyst","NYS Office of General Services","5","Small","10998"
38944,"Data Analyst","Citi","2186","Large","11026"
1133532,"Data Analyst","Citi","2186","Large","11026"
321594,"Data Analyst","Citi","2186","Large","11026"
262837,"Data Analyst","Osmind","1","Small","11042"
74223,"Data Analyst","Michael Page International Inc","35","Medium","11042"
1711073,"Data Analyst","WhiteCrow","23","Medium","11083"
363085,"Data Analyst","UKG (Ultimate Kronos Group)","58","Large","11095"
10589,"Data Analyst","UKG (Ultimate Kronos Group)","58","Large","11095"
1062720,"Data Analyst","Citi","2186","Large","11107"
215762,"Data Analyst","Citi","2186","Large","11107"
1561973,"Data Analyst","Citi","2186","Large","11107"
161376,"Data Analyst","Franklin Resources","1","Small","11250"
794094,"Data Analyst","Storm2","52","Large","11250"
479965,"Data Analyst","InvestM Technology LLC","22","Medium","11250"
1107030,"Data Analyst","Parabolic Career","13","Medium","11250"
169025,"Data Analyst","1872 Consulting","38","Medium","11458"
610044,"Data Analyst","Hub Consulting","1","Small","11458"
754379,"Data Analyst","KEYENCE","9","Small","11458"
407882,"Data Analyst","Michael Page International Inc","35","Medium","11458"
468613,"Data Analyst","ALTA IT Services","47","Medium","11458"
447357,"Data Analyst","Michael Page International Inc","35","Medium","11458"
533411,"Data Analyst","CipherStaff","2","Small","11458"
1012175,"Data Analyst","Citi","2186","Large","11468"
1767160,"Data Analyst","Citi","2186","Large","11468"
1229004,"Data Analyst","Capital One","1983","Large","11543"
56415,"Data Analyst","Capital One","1983","Large","11543"
1206776,"Data Analyst","Capital One","1983","Large","11543"
268532,"Data Analyst","Capital One","1983","Large","11543"
1373727,"Data Analyst","Citi","2186","Large","11551"
297968,"Data Analyst","Citi","2186","Large","11551"
181535,"Data Analyst","Citi","2186","Large","11551"
1608215,"Data Analyst","Publicis Groupe","689","Large","11604"
139135,"Data Analyst","KEYENCE CORPORATION","7","Small","11667"
762220,"Data Analyst","IT Pros","142","Large","11667"
1075755,"Data Analyst","Bosch Group","843","Large","11667"
1306755,"Data Analyst","Engage Partners, Inc.","9","Small","11667"
1392859,"Data Analyst","Motion Recruitment","992","Large","11667"
208403,"Data Analyst","Insight Global","2254","Large","11667"
1338668,"Data Analyst","Storm2","52","Large","11667"
1090975,"Data Analyst","Uber","277","Large","11708"
1185456,"Data Analyst","Charles Schwab","75","Large","11783"
1181290,"Data Analyst","Analytic Solutions Group","13","Medium","11875"
316262,"Data Analyst","Thirty Madison","6","Small","11917"
95568,"Data Analyst","NATIONAL GRID CO USA (NE POWER)","61","Large","11958"
1212871,"Data Analyst","Elevance Health","552","Large","11983"
178604,"Data Analyst","EDWARD JONES","129","Large","12040"
154280,"Data Analyst","EDWARD JONES","129","Large","12040"
1275642,"Data Analyst","Edward Jones","52","Large","12040"
486901,"Data Analyst","EDWARD JONES","129","Large","12040"
1498380,"Data Analyst","Datadog","85","Large","12042"
681462,"Data Analyst","SpaceX","57","Large","12083"
420632,"Data Analyst","Protek Consulting","23","Medium","12083"
712558,"Data Analyst","ALTA IT Services","47","Medium","12083"
1393563,"Data Analyst","Storm2","52","Large","12083"
479485,"Data Analyst","Level","7","Small","12083"
611540,"Data Analyst","eTeam","298","Large","12083"
1329872,"Data Analyst","CyberCoders","542","Large","12083"
12240,"Data Analyst","Citi","2186","Large","12175"
1437247,"Data Analyst","Citi","2186","Large","12175"
733476,"Data Analyst","Citi","2186","Large","12175"
529267,"Data Analyst","Citi","2186","Large","12175"
1249814,"Data Analyst","State Street","241","Large","12292"
60792,"Data Analyst","Protek Consulting","23","Medium","12292"
298344,"Data Analyst","Doran Jones Inc.","5","Small","12292"
299216,"Data Analyst","Nubank","88","Large","12292"
1308989,"Data Analyst","Top Prospect Group","13","Medium","12292"
750451,"Data Analyst","Nubank","88","Large","12292"
518579,"Data Analyst","EDWARD JONES","129","Large","12353"
1363054,"Data Analyst","Citi","2186","Large","12500"
1025567,"Data Analyst","TIAA","256","Large","12500"
720166,"Data Analyst","Wells Fargo","1130","Large","12500"
1172447,"Data Analyst","Life360","11","Medium","12500"
1163251,"Data Analyst","Mayo Clinic","41","Medium","12500"
1009522,"Data Analyst","Workday","275","Large","12500"
764156,"Data Analyst","Staffing Opportunities Solutions, Inc.","1","Small","12500"
90065,"Data Analyst","Datadog","85","Large","12500"
1187886,"Data Analyst","Citigroup, Inc","53","Large","12500"
186318,"Data Analyst","WGN-TV","1","Small","12500"
437427,"Data Analyst","Apple","885","Large","12500"
306181,"Data Analyst","Sandia National Laboratories","76","Large","12500"
890855,"Data Analyst","productboard","1","Small","12500"
231380,"Data Analyst","Blue Shield Of California","26","Medium","12500"
125583,"Data Analyst","Jam City","8","Small","12500"
348825,"Data Analyst","Square","189","Large","12500"
211362,"Data Analyst","JP Morgan Chase & Co.","72","Large","12500"
1772467,"Data Analyst","Wells Fargo","1130","Large","12500"
765178,"Data Analyst","Citi","2186","Large","12663"
540057,"Data Analyst","Rocket Money","3","Small","12708"
795614,"Data Analyst","Zscaler","169","Large","12719"
565646,"Data Analyst","Zscaler","169","Large","12719"
484892,"Data Analyst","UCB","50","Medium","12917"
105157,"Data Analyst","Motion Recruitment","992","Large","12917"
1336670,"Data Analyst","Michelin","94","Large","12917"
1115363,"Data Analyst","Outreach Events","2","Small","13000"
643691,"Data Analyst","Nuro","7","Small","13042"
138106,"Data Analyst","ByteDance","145","Large","13083"
985088,"Data Analyst","Meta","647","Large","13125"
1500753,"Data Analyst","Indegene","17","Medium","13125"
1124380,"Data Analyst","United States Space Force","7","Small","13261"
1352755,"Data Analyst","MediaAlpha","3","Small","13333"
475626,"Data Analyst","Realtime Recruitment","34","Medium","13333"
783771,"Data Analyst","Robert Half","1863","Large","13333"
253033,"Data Analyst","Coda Search│Staffing","16","Medium","13542"
171808,"Data Analyst","Cubic Telecom","4","Small","13649"
478395,"Data Analyst","Logispin","3","Small","13649"
406320,"Data Analyst","Eagle Genomics Ltd","3","Small","13649"
628916,"Data Analyst","NRB Group","4","Small","13649"
149632,"Data Analyst","Uni Systems","74","Large","13649"
304305,"Data Analyst","EUROPEAN DYNAMICS","40","Medium","13649"
1344154,"Data Analyst","Capco","113","Large","13649"
1423236,"Data Analyst","Mayo Clinic","41","Medium","13729"
1109374,"Data Analyst","Bosch Group","843","Large","13750"
289123,"Data Analyst","Version 1","100","Large","13750"
258461,"Data Analyst","AND Digital","14","Medium","13750"
954793,"Data Analyst","Bosch Group","843","Large","13750"
281069,"Data Analyst","Nortal","71","Large","13750"
654296,"Data Analyst","Mission Staffing","7","Small","13750"
1553204,"Data Analyst","Riverside Research","50","Medium","13750"
53650,"Data Analyst","Blue Harvest","4","Small","13750"
1000508,"Data Analyst","CI&T","137","Large","13750"
73932,"Data Analyst","Nisum","78","Large","13750"
34781,"Data Analyst","Alter Solutions","60","Large","13750"
3230,"Data Analyst","Sysdig, Inc.","2","Small","13750"
327180,"Data Analyst","Luno","21","Medium","13750"
913588,"Data Analyst","Noblis","115","Large","13842"
20461,"Data Analyst","PPRO","4","Small","13868"
1161426,"Data Analyst","Vuori, Inc","5","Small","13958"
248758,"Data Analyst","ByteDance","145","Large","14167"
987523,"Data Analyst","Kelly Science, Engineering, Technology & Telecom","32","Medium","14167"
99686,"Data Analyst","Blue Shield of California","69","Large","14208"
603664,"Data Analyst","Citi","2186","Large","14335"
742951,"Data Analyst","Citi","2186","Large","14335"
115319,"Data Analyst","Freenome","15","Medium","14417"
128799,"Data Analyst","Life360","11","Medium","14500"
1293960,"Data Analyst","Parabolic Career","13","Medium","14583"
566479,"Data Analyst","CHARLES RIVER LABORATORIES INTERNATIONAL, INC","2","Small","14583"
426840,"Data Analyst","ROKT","5","Small","14583"
998080,"Data Analyst","CyberCoders","542","Large","14583"
277014,"Data Analyst","The Princeton Group","3","Small","14583"
415878,"Data Analyst","Smarsh","8","Small","14583"
1707460,"Data Analyst","Xator Corp","1","Small","14583"
405956,"Data Analyst","Blink Health","5","Small","14583"
1392949,"Data Analyst","BlueCross BlueShield of South Carolina","57","Large","14583"
831133,"Data Analyst","IRIS Software, Inc.","7","Small","15000"
146500,"Data Analyst","Citi","2186","Large","15119"
202205,"Data Analyst","Freenome","15","Medium","15656"
7110,"Data Analyst","Citi","2186","Large","15723"
310660,"Data Analyst","Motional","34","Medium","15750"
21632,"Data Analyst","Withings","17","Medium","16667"
1426728,"Data Analyst","WINGS-ICT-SOLUTIONS","8","Small","16667"
1202839,"Data Analyst","Bosch Group","843","Large","16667"
107183,"Data Analyst","Bosch Group","843","Large","16667"
1772185,"Data Analyst","ThinkingData","4","Small","16667"
5570,"Data Analyst","Intuit Inc","13","Medium","16667"
375513,"Data Analyst","TikTok","816","Large","17958"
1021647,"Data Analyst","Uclahealthcareers","1","Small","18083"
1493775,"Data Analyst","Ball","7","Small","18208"
908145,"Data Analyst","Ball","7","Small","18208"
544491,"Data Analyst","TikTok","816","Large","18542"
731233,"Data Analyst","CliftonLarsonAllen","13","Medium","18750"
1254565,"Data Analyst","GovCIO","36","Medium","18750"
226942,"Data Analyst","Mantys","1","Small","54167"
